Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_02357,Dwarka,IGI Airport,6.61,Afternoon,Weekend,Clear,High,Inner Road,13.4
TRIP_02358,Vasant Kunj,Punjabi Bagh,16.74,Morning Peak,Weekend,Fog,Medium,Inner Road,13.8
TRIP_02359,Civil Lines,Okhla,17.22,Night,Weekday,Heatwave,Medium,Main Road,35.0
TRIP_02360,Mayur Vihar,Nehru Place,8.28,Morning Peak,Weekday,Rain,Very High,Highway,12.6
TRIP_02361,Connaught Place,Kalkaji,11.2,Afternoon,Weekday,Rain,High,Main Road,15.6
TRIP_02362,Model Town,Connaught Place,9.58,Evening Peak,Weekday,Heatwave,Low,Main Road,36.5
TRIP_02363,Chandni Chowk,Rajouri Garden,10.59,Afternoon,Weekend,Clear,Medium,Main Road,32.1
TRIP_02364,Punjabi Bagh,AIIMS,13.63,Morning Peak,Weekday,Clear,High,Main Road,19.1
TRIP_02365,Karol Bagh,Kalkaji,14.25,Morning Peak,Weekend,Rain,Very High,Main Road,7.4
TRIP_02366,Saket,Connaught Place,11.95,Morning Peak,Weekend,Clear,Medium,Main Road,39.1
TRIP_02367,AIIMS,Mayur Vihar,9.79,Evening Peak,Weekday,Heatwave,High,Highway,34.6
TRIP_02368,IGI Airport,Punjabi Bagh,12.83,Morning Peak,Weekend,Fog,Medium,Main Road,14.8
TRIP_02369,Rohini,Kalkaji,30.48,Evening Peak,Weekday,Fog,High,Highway,19.5
TRIP_02370,Janakpuri,Mayur Vihar,20.24,Evening Peak,Weekday,Clear,High,Highway,35.9
TRIP_02371,Janakpuri,Okhla,20.56,Afternoon,Weekday,Heatwave,High,Highway,32.3
TRIP_02372,Noida Sector 18,Vasant Kunj,17.44,Afternoon,Weekday,Rain,Medium,Main Road,20.0
TRIP_02373,Connaught Place,Nehru Place,9.83,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3
TRIP_02374,Model Town,Kalkaji,20.77,Evening Peak,Weekday,Clear,Very High,Highway,14.7
TRIP_02375,Dwarka,Chandni Chowk,19.18,Afternoon,Weekday,Fog,Low,Main Road,26.9
TRIP_02376,Rajouri Garden,Hauz Khas,13.23,Morning Peak,Weekday,Clear,Very High,Highway,22.9
TRIP_02377,Mayur Vihar,Hauz Khas,11.72,Afternoon,Weekday,Clear,Low,Highway,68.1
TRIP_02378,Vasant Kunj,Punjabi Bagh,16.74,Morning Peak,Weekend,Clear,High,Main Road,19.5
TRIP_02379,Hauz Khas,Pitampura,18.42,Afternoon,Weekday,Rain,Low,Highway,51.8
TRIP_02380,Noida Sector 18,IGI Airport,22.12,Afternoon,Weekday,Rain,Low,Highway,44.4
TRIP_02381,IGI Airport,Hauz Khas,9.81,Evening Peak,Weekday,Heatwave,High,Highway,40.6
TRIP_02382,Vasant Kunj,Punjabi Bagh,16.74,Evening Peak,Weekday,Clear,Very High,Highway,17.5
TRIP_02383,Hauz Khas,AIIMS,2.2,Morning Peak,Weekend,Rain,High,Inner Road,8.4
TRIP_02384,Vasant Kunj,Kalkaji,9.44,Afternoon,Weekend,Heatwave,High,Main Road,17.0
TRIP_02385,Noida Sector 18,Civil Lines,15.73,Evening Peak,Weekend,Clear,High,Main Road,17.4
TRIP_02386,Preet Vihar,Connaught Place,7.48,Evening Peak,Weekday,Clear,High,Main Road,18.0
TRIP_02387,Kalkaji,Model Town,20.77,Evening Peak,Weekday,Clear,Very High,Main Road,11.6
TRIP_02388,Civil Lines,Punjabi Bagh,9.27,Night,Weekday,Clear,Low,Main Road,58.9
TRIP_02389,Rajouri Garden,Mayur Vihar,17.23,Evening Peak,Weekend,Clear,Medium,Main Road,29.8
TRIP_02390,Saket,Preet Vihar,15.46,Morning Peak,Weekday,Heatwave,High,Main Road,25.1
TRIP_02391,IGI Airport,Connaught Place,14.14,Morning Peak,Weekday,Clear,Very High,Highway,17.2
TRIP_02392,Rajouri Garden,Pitampura,6.43,Evening Peak,Weekday,Clear,Very High,Inner Road,9.9
TRIP_02393,Greater Kailash,Dwarka,19.04,Morning Peak,Weekday,Clear,High,Main Road,24.9
TRIP_02394,Chandni Chowk,Okhla,13.88,Night,Weekday,Clear,Low,Highway,74.6
TRIP_02395,IGI Airport,Nehru Place,14.99,Afternoon,Weekend,Heatwave,Medium,Highway,49.0
TRIP_02396,Okhla,Preet Vihar,12.45,Afternoon,Weekday,Rain,Very High,Inner Road,5.9
TRIP_02397,Connaught Place,Mayur Vihar,7.89,Afternoon,Weekday,Clear,Medium,Inner Road,17.4
TRIP_02398,Okhla,Noida Sector 18,6.92,Night,Weekday,Heatwave,Low,Inner Road,27.2
TRIP_02399,Chandni Chowk,AIIMS,9.5,Evening Peak,Weekend,Clear,High,Main Road,22.1
TRIP_02400,Nehru Place,Dwarka,20.8,Afternoon,Weekday,Clear,Medium,Main Road,45.4
TRIP_02401,Mayur Vihar,Greater Kailash,9.55,Morning Peak,Weekday,Clear,Very High,Main Road,12.4
TRIP_02402,Punjabi Bagh,Saket,17.62,Evening Peak,Weekday,Rain,Very High,Highway,12.0
TRIP_02403,Rohini,Civil Lines,18.15,Afternoon,Weekday,Clear,Very High,Highway,18.6
TRIP_02404,Rohini,Janakpuri,14.51,Evening Peak,Weekday,Rain,High,Highway,29.5
TRIP_02405,AIIMS,Punjabi Bagh,13.63,Morning Peak,Weekday,Clear,Low,Main Road,52.5
TRIP_02406,Dwarka,Pitampura,15.04,Evening Peak,Weekday,Rain,High,Inner Road,12.6
TRIP_02407,Noida Sector 18,Connaught Place,12.67,Morning Peak,Weekday,Rain,High,Highway,25.4
TRIP_02408,Model Town,Shahdara,10.5,Evening Peak,Weekday,Clear,Low,Main Road,44.2
TRIP_02409,Janakpuri,IGI Airport,7.4,Morning Peak,Weekday,Clear,Medium,Main Road,39.7
TRIP_02410,AIIMS,Nehru Place,4.68,Evening Peak,Weekday,Clear,High,Main Road,25.7
TRIP_02411,Saket,Mayur Vihar,13.17,Afternoon,Weekend,Clear,Medium,Main Road,28.4
TRIP_02412,Janakpuri,Hauz Khas,13.61,Night,Weekend,Rain,Low,Highway,43.2
TRIP_02413,Saket,Lajpat Nagar,5.89,Morning Peak,Weekend,Rain,High,Highway,27.4
TRIP_02414,Shahdara,Kalkaji,15.71,Evening Peak,Weekday,Clear,High,Highway,38.6
TRIP_02415,Civil Lines,Rajouri Garden,10.68,Afternoon,Weekend,Clear,High,Highway,37.8
TRIP_02416,Connaught Place,AIIMS,7.18,Morning Peak,Weekday,Rain,Very High,Main Road,7.5
TRIP_02417,Kalkaji,Dwarka,21.07,Night,Weekday,Fog,Medium,Main Road,16.3
TRIP_02418,Rohini,IGI Airport,21.91,Morning Peak,Weekday,Rain,High,Highway,31.1
TRIP_02419,Noida Sector 18,AIIMS,11.33,Evening Peak,Weekday,Heatwave,Very High,Main Road,8.8
TRIP_02420,Dwarka,Connaught Place,17.23,Evening Peak,Weekday,Clear,Very High,Highway,19.3
TRIP_02421,Model Town,Okhla,21.87,Evening Peak,Weekday,Heatwave,High,Main Road,21.9
TRIP_02422,IGI Airport,Hauz Khas,9.81,Morning Peak,Weekday,Rain,Very High,Highway,11.5
TRIP_02423,Hauz Khas,Greater Kailash,3.32,Afternoon,Weekday,Clear,High,Main Road,28.2
TRIP_02424,Karol Bagh,Rohini,16.99,Afternoon,Weekday,Fog,Medium,Main Road,23.5
TRIP_02425,Dwarka,IGI Airport,6.61,Evening Peak,Weekday,Clear,High,Inner Road,9.4
TRIP_02426,Rohini,Dwarka,17.53,Night,Weekday,Rain,Medium,Main Road,19.8
TRIP_02427,Shahdara,Janakpuri,20.44,Evening Peak,Weekday,Heatwave,High,Main Road,21.2
TRIP_02428,Vasant Kunj,Rajouri Garden,14.56,Morning Peak,Weekday,Fog,High,Main Road,14.4
TRIP_02429,Dwarka,Okhla,23.01,Night,Weekend,Clear,High,Highway,29.2
TRIP_02430,Greater Kailash,Noida Sector 18,9.35,Morning Peak,Weekday,Clear,Very High,Main Road,9.9
TRIP_02431,IGI Airport,Punjabi Bagh,12.83,Afternoon,Weekday,Heatwave,Medium,Main Road,35.7
TRIP_02432,Janakpuri,Preet Vihar,20.09,Afternoon,Weekday,Clear,Low,Highway,89.7
TRIP_02433,Greater Kailash,Punjabi Bagh,16.84,Afternoon,Weekend,Fog,Low,Main Road,30.6
TRIP_02434,Kalkaji,Karol Bagh,14.25,Afternoon,Weekday,Fog,Low,Main Road,22.4
TRIP_02435,Okhla,Punjabi Bagh,20.5,Evening Peak,Weekday,Rain,Very High,Highway,11.9
TRIP_02436,Preet Vihar,Civil Lines,7.88,Afternoon,Weekday,Clear,High,Main Road,25.4
TRIP_02437,Model Town,Saket,21.24,Afternoon,Weekday,Clear,Low,Main Road,45.1
TRIP_02438,Vasant Kunj,Okhla,11.21,Morning Peak,Weekend,Clear,Medium,Main Road,35.2
TRIP_02439,Lajpat Nagar,Vasant Kunj,9.65,Evening Peak,Weekday,Heatwave,High,Main Road,25.9
TRIP_02440,Rohini,Shahdara,24.21,Evening Peak,Weekday,Clear,Very High,Highway,20.1
TRIP_02441,Nehru Place,Shahdara,14.22,Night,Weekend,Clear,Low,Highway,90.4
TRIP_02442,Greater Kailash,Vasant Kunj,8.11,Evening Peak,Weekday,Clear,Very High,Inner Road,9.6
TRIP_02443,Shahdara,Connaught Place,8.44,Afternoon,Weekday,Rain,High,Main Road,14.4
TRIP_02444,AIIMS,Saket,4.77,Evening Peak,Weekend,Clear,High,Main Road,26.2
TRIP_02445,Civil Lines,AIIMS,12.66,Afternoon,Weekend,Fog,High,Main Road,15.6
TRIP_02446,Mayur Vihar,Connaught Place,7.89,Morning Peak,Weekday,Heatwave,Very High,Highway,17.2
TRIP_02447,AIIMS,Mayur Vihar,9.79,Evening Peak,Weekday,Clear,Very High,Main Road,12.2
TRIP_02448,Greater Kailash,Chandni Chowk,11.55,Morning Peak,Weekday,Clear,Very High,Highway,15.3
TRIP_02449,Mayur Vihar,Pitampura,18.76,Morning Peak,Weekday,Clear,Very High,Main Road,11.5
TRIP_02450,Saket,Nehru Place,5.32,Morning Peak,Weekday,Rain,High,Inner Road,13.0
TRIP_02451,Punjabi Bagh,Rohini,11.6,Evening Peak,Weekday,Heatwave,Very High,Main Road,14.2
TRIP_02452,Greater Kailash,Hauz Khas,3.32,Morning Peak,Weekend,Clear,Very High,Inner Road,8.0
TRIP_02453,Okhla,Pitampura,23.54,Morning Peak,Weekend,Clear,High,Highway,35.7
TRIP_02454,Civil Lines,Shahdara,6.29,Evening Peak,Weekday,Clear,Low,Inner Road,33.6
TRIP_02455,Noida Sector 18,AIIMS,11.33,Morning Peak,Weekday,Rain,High,Main Road,19.3
TRIP_02456,Preet Vihar,Rohini,25.98,Afternoon,Weekday,Rain,Low,Highway,48.3
TRIP_02457,Rohini,Shahdara,24.21,Afternoon,Weekend,Clear,Medium,Highway,59.9
TRIP_02458,Civil Lines,Saket,17.43,Evening Peak,Weekday,Clear,High,Highway,41.9
TRIP_02459,Kalkaji,Rohini,30.48,Morning Peak,Weekday,Rain,Medium,Highway,43.2
TRIP_02460,Mayur Vihar,Punjabi Bagh,17.1,Morning Peak,Weekend,Heatwave,Low,Main Road,48.5
TRIP_02461,Chandni Chowk,Lajpat Nagar,8.98,Evening Peak,Weekday,Clear,Very High,Main Road,10.9
TRIP_02462,Shahdara,Rohini,24.21,Night,Weekday,Clear,Low,Main Road,41.0
TRIP_02463,Janakpuri,Greater Kailash,16.54,Evening Peak,Weekday,Rain,Very High,Main Road,9.5
TRIP_02464,Vasant Kunj,Shahdara,21.4,Morning Peak,Weekday,Heatwave,Very High,Main Road,10.5
TRIP_02465,Chandni Chowk,Saket,14.23,Evening Peak,Weekday,Clear,Very High,Highway,16.5
TRIP_02466,Vasant Kunj,Greater Kailash,8.11,Evening Peak,Weekday,Heatwave,High,Main Road,26.5
TRIP_02467,Rohini,Kalkaji,30.48,Afternoon,Weekday,Clear,High,Highway,34.1
TRIP_02468,IGI Airport,Dwarka,6.61,Evening Peak,Weekday,Clear,High,Inner Road,18.2
TRIP_02469,Kalkaji,Dwarka,21.07,Night,Weekend,Heatwave,Medium,Main Road,38.8
TRIP_02470,Shahdara,Connaught Place,8.44,Afternoon,Weekend,Fog,Low,Main Road,25.4
TRIP_02471,Kalkaji,Punjabi Bagh,18.89,Morning Peak,Weekday,Clear,Medium,Main Road,38.8
TRIP_02472,Greater Kailash,Chandni Chowk,11.55,Evening Peak,Weekday,Clear,Very High,Highway,19.2
TRIP_02473,Shahdara,Lajpat Nagar,12.53,Morning Peak,Weekday,Rain,High,Highway,22.1
TRIP_02474,Lajpat Nagar,Preet Vihar,9.58,Afternoon,Weekday,Heatwave,Medium,Highway,51.3
TRIP_02475,Pitampura,Okhla,23.54,Evening Peak,Weekday,Fog,Very High,Highway,9.3
TRIP_02476,Saket,Noida Sector 18,12.72,Night,Weekend,Clear,Low,Inner Road,28.5
TRIP_02477,Lajpat Nagar,Model Town,16.71,Evening Peak,Weekday,Clear,High,Main Road,29.1
TRIP_02478,Kalkaji,Preet Vihar,12.39,Afternoon,Weekday,Rain,Medium,Highway,37.6
TRIP_02479,Greater Kailash,Rajouri Garden,15.57,Evening Peak,Weekday,Heatwave,Medium,Main Road,38.6
TRIP_02480,Mayur Vihar,Punjabi Bagh,17.1,Morning Peak,Weekday,Clear,Very High,Main Road,14.5
TRIP_02481,Okhla,Kalkaji,1.94,Night,Weekday,Rain,Low,Inner Road,18.4
TRIP_02482,Chandni Chowk,Preet Vihar,6.1,Night,Weekday,Heatwave,Medium,Inner Road,18.2
TRIP_02483,Pitampura,Kalkaji,22.07,Evening Peak,Weekday,Clear,Very High,Highway,21.0
TRIP_02484,Dwarka,Karol Bagh,15.59,Night,Weekday,Fog,Medium,Highway,27.2
TRIP_02485,Civil Lines,Lajpat Nagar,12.32,Evening Peak,Weekday,Clear,Medium,Highway,58.9
TRIP_02486,Greater Kailash,Civil Lines,14.87,Evening Peak,Weekend,Heatwave,Very High,Main Road,12.5
TRIP_02487,Punjabi Bagh,Vasant Kunj,16.74,Evening Peak,Weekend,Heatwave,Medium,Highway,58.3
TRIP_02488,Lajpat Nagar,Punjabi Bagh,15.06,Morning Peak,Weekday,Clear,High,Inner Road,8.0
TRIP_02489,Hauz Khas,Nehru Place,5.2,Afternoon,Weekday,Clear,Medium,Main Road,30.2
TRIP_02490,Connaught Place,Lajpat Nagar,7.13,Morning Peak,Weekday,Clear,Very High,Highway,18.8
TRIP_02491,Okhla,Dwarka,23.01,Afternoon,Weekday,Clear,Medium,Main Road,43.3
TRIP_02492,Civil Lines,Rajouri Garden,10.68,Afternoon,Weekday,Clear,High,Main Road,18.0
TRIP_02493,Karol Bagh,Civil Lines,4.62,Afternoon,Weekend,Clear,Very High,Inner Road,8.0
TRIP_02494,Punjabi Bagh,Rohini,11.6,Afternoon,Weekend,Clear,Medium,Main Road,27.3
TRIP_02495,Rajouri Garden,Punjabi Bagh,2.52,Evening Peak,Weekday,Heatwave,High,Highway,40.6
TRIP_02496,Preet Vihar,Model Town,12.75,Night,Weekday,Clear,Low,Main Road,58.4
TRIP_02497,Okhla,Rajouri Garden,19.41,Morning Peak,Weekday,Clear,High,Highway,32.2
TRIP_02498,Shahdara,Rohini,24.21,Evening Peak,Weekday,Rain,Very High,Main Road,7.0
TRIP_02499,Lajpat Nagar,Rajouri Garden,14.1,Afternoon,Weekday,Clear,Medium,Highway,59.4
TRIP_02500,Rohini,Dwarka,17.53,Afternoon,Weekday,Clear,Medium,Highway,64.5
TRIP_02501,Rajouri Garden,Dwarka,9.64,Morning Peak,Weekday,Rain,High,Inner Road,11.1
TRIP_02502,Rohini,Kalkaji,30.48,Evening Peak,Weekday,Clear,Very High,Highway,18.8
TRIP_02503,Pitampura,Nehru Place,20.88,Afternoon,Weekday,Clear,Low,Highway,88.3
TRIP_02504,Rajouri Garden,Janakpuri,4.38,Evening Peak,Weekday,Clear,High,Inner Road,8.1
TRIP_02505,Rajouri Garden,Connaught Place,9.35,Afternoon,Weekday,Clear,High,Main Road,28.5
TRIP_02506,Mayur Vihar,Lajpat Nagar,7.45,Evening Peak,Weekday,Clear,Very High,Main Road,12.2
TRIP_02507,Punjabi Bagh,AIIMS,13.63,Night,Weekend,Clear,Medium,Highway,62.7
TRIP_02508,Chandni Chowk,IGI Airport,16.54,Afternoon,Weekend,Rain,Low,Main Road,25.7
TRIP_02509,Shahdara,Mayur Vihar,6.61,Afternoon,Weekday,Rain,Medium,Main Road,26.9
TRIP_02510,Lajpat Nagar,Hauz Khas,4.29,Evening Peak,Weekday,Heatwave,Very High,Main Road,12.9
TRIP_02511,Mayur Vihar,Okhla,9.53,Evening Peak,Weekend,Fog,Medium,Inner Road,10.2
TRIP_02512,Karol Bagh,Noida Sector 18,16.06,Evening Peak,Weekday,Clear,High,Highway,29.1
TRIP_02513,Civil Lines,Connaught Place,5.49,Afternoon,Weekday,Rain,Medium,Highway,35.8
TRIP_02514,Janakpuri,Karol Bagh,10.56,Night,Weekday,Rain,Low,Main Road,40.9
TRIP_02515,Mayur Vihar,Model Town,15.05,Evening Peak,Weekend,Clear,Medium,Highway,53.2
TRIP_02516,Kalkaji,IGI Airport,15.01,Morning Peak,Weekday,Clear,High,Highway,30.9
TRIP_02517,Greater Kailash,Noida Sector 18,9.35,Morning Peak,Weekend,Clear,High,Main Road,27.9
TRIP_02518,Pitampura,Dwarka,15.04,Evening Peak,Weekday,Clear,Very High,Main Road,9.5
TRIP_02519,Hauz Khas,Noida Sector 18,12.51,Morning Peak,Weekday,Fog,Very High,Highway,9.9
TRIP_02520,Civil Lines,Pitampura,9.41,Morning Peak,Weekday,Clear,Medium,Main Road,35.1
TRIP_02521,Kalkaji,Civil Lines,16.3,Morning Peak,Weekend,Clear,Medium,Highway,50.9
TRIP_02522,Preet Vihar,Hauz Khas,13.62,Evening Peak,Weekday,Rain,Very High,Highway,12.0
TRIP_02523,Shahdara,Okhla,15.92,Afternoon,Weekday,Clear,Medium,Main Road,39.0
TRIP_02524,Rajouri Garden,Vasant Kunj,14.56,Evening Peak,Weekend,Heatwave,Very High,Main Road,10.7
TRIP_02525,AIIMS,Okhla,7.2,Morning Peak,Weekday,Clear,High,Main Road,23.8
TRIP_02526,IGI Airport,Rajouri Garden,10.32,Morning Peak,Weekday,Heatwave,High,Main Road,23.0
TRIP_02527,Nehru Place,Kalkaji,1.51,Evening Peak,Weekday,Clear,Very High,Main Road,13.6
TRIP_02528,Vasant Kunj,Hauz Khas,5.36,Evening Peak,Weekday,Clear,Very High,Main Road,13.2
TRIP_02529,Karol Bagh,Nehru Place,12.97,Afternoon,Weekend,Clear,High,Highway,33.6
TRIP_02530,Okhla,Kalkaji,1.94,Evening Peak,Weekday,Clear,High,Inner Road,9.7
TRIP_02531,Kalkaji,Lajpat Nagar,4.08,Morning Peak,Weekend,Clear,Low,Highway,69.9
TRIP_02532,Karol Bagh,Chandni Chowk,3.94,Evening Peak,Weekday,Heatwave,High,Main Road,25.3
TRIP_02533,Connaught Place,Janakpuri,12.63,Afternoon,Weekday,Rain,Medium,Main Road,31.7
TRIP_02534,Dwarka,Rajouri Garden,9.64,Evening Peak,Weekday,Rain,High,Highway,22.7
TRIP_02535,Hauz Khas,Kalkaji,5.29,Morning Peak,Weekday,Clear,Very High,Main Road,13.9
TRIP_02536,Rajouri Garden,IGI Airport,10.32,Afternoon,Weekend,Clear,Medium,Main Road,41.8
TRIP_02537,Punjabi Bagh,Kalkaji,18.89,Afternoon,Weekend,Fog,High,Highway,22.9
TRIP_02538,Civil Lines,Pitampura,9.41,Evening Peak,Weekday,Clear,Very High,Main Road,11.5
TRIP_02539,Lajpat Nagar,Okhla,5.46,Evening Peak,Weekday,Clear,Very High,Highway,22.3
TRIP_02540,Vasant Kunj,Kalkaji,9.44,Night,Weekday,Fog,Low,Main Road,20.9
TRIP_02541,Rohini,Kalkaji,30.48,Evening Peak,Weekday,Rain,High,Highway,28.7
TRIP_02542,Mayur Vihar,Model Town,15.05,Morning Peak,Weekday,Clear,Medium,Highway,53.0
TRIP_02543,Greater Kailash,Saket,3.66,Morning Peak,Weekday,Rain,Very High,Highway,12.1
TRIP_02544,Janakpuri,Hauz Khas,13.61,Morning Peak,Weekend,Clear,High,Highway,40.8
TRIP_02545,Vasant Kunj,Rajouri Garden,14.56,Morning Peak,Weekday,Clear,High,Highway,43.1
TRIP_02546,Greater Kailash,IGI Airport,13.13,Afternoon,Weekday,Clear,High,Inner Road,17.8
TRIP_02547,Model Town,Rajouri Garden,10.2,Night,Weekday,Clear,Medium,Highway,64.0
TRIP_02548,IGI Airport,Okhla,16.94,Evening Peak,Weekday,Clear,Very High,Highway,18.7
TRIP_02549,Karol Bagh,Janakpuri,10.56,Morning Peak,Weekday,Heatwave,Very High,Inner Road,8.1
TRIP_02550,Connaught Place,Shahdara,8.44,Morning Peak,Weekday,Clear,Very High,Main Road,13.8
TRIP_02551,Pitampura,Dwarka,15.04,Afternoon,Weekday,Clear,Low,Main Road,42.0
TRIP_02552,AIIMS,Mayur Vihar,9.79,Morning Peak,Weekday,Clear,Low,Main Road,42.0
TRIP_02553,Chandni Chowk,Rohini,20.26,Night,Weekday,Clear,Low,Main Road,38.5
TRIP_02554,Rajouri Garden,Nehru Place,16.77,Night,Weekday,Clear,Medium,Main Road,35.5
TRIP_02555,Punjabi Bagh,IGI Airport,12.83,Afternoon,Weekend,Rain,Medium,Inner Road,15.8
TRIP_02556,Okhla,Rohini,32.09,Afternoon,Weekday,Clear,High,Highway,43.8
TRIP_02557,Vasant Kunj,Karol Bagh,15.08,Afternoon,Weekday,Rain,Medium,Main Road,29.3
TRIP_02558,Karol Bagh,IGI Airport,13.83,Evening Peak,Weekday,Clear,High,Highway,39.1
TRIP_02559,AIIMS,Connaught Place,7.18,Evening Peak,Weekday,Clear,High,Inner Road,11.8
TRIP_02560,Preet Vihar,Karol Bagh,10.02,Morning Peak,Weekday,Clear,High,Main Road,19.1
TRIP_02561,Lajpat Nagar,Nehru Place,2.8,Evening Peak,Weekday,Clear,High,Main Road,28.9
TRIP_02562,Punjabi Bagh,Mayur Vihar,17.1,Morning Peak,Weekday,Heatwave,High,Main Road,26.0
TRIP_02563,Dwarka,Hauz Khas,15.78,Morning Peak,Weekday,Clear,Very High,Highway,18.2
TRIP_02564,Chandni Chowk,Rohini,20.26,Morning Peak,Weekday,Clear,Very High,Highway,21.2
TRIP_02565,Mayur Vihar,Janakpuri,20.24,Evening Peak,Weekend,Fog,Medium,Inner Road,15.7
TRIP_02566,Pitampura,Janakpuri,10.13,Evening Peak,Weekday,Fog,Very High,Highway,8.5
TRIP_02567,Shahdara,Mayur Vihar,6.61,Afternoon,Weekend,Rain,Medium,Main Road,28.7
TRIP_02568,Pitampura,Saket,21.25,Evening Peak,Weekday,Clear,Very High,Highway,16.6
TRIP_02569,Hauz Khas,Chandni Chowk,11.65,Evening Peak,Weekday,Rain,Medium,Highway,39.3
TRIP_02570,Okhla,Model Town,21.87,Evening Peak,Weekday,Clear,High,Main Road,23.1
TRIP_02571,Nehru Place,Karol Bagh,12.97,Morning Peak,Weekday,Clear,High,Main Road,21.8
TRIP_02572,Rajouri Garden,Rohini,13.1,Evening Peak,Weekend,Clear,High,Main Road,27.5
TRIP_02573,Greater Kailash,Karol Bagh,12.43,Evening Peak,Weekday,Clear,High,Main Road,19.0
TRIP_02574,Model Town,Civil Lines,5.0,Evening Peak,Weekday,Clear,Medium,Main Road,40.4
TRIP_02575,Vasant Kunj,Connaught Place,13.75,Morning Peak,Weekday,Fog,High,Highway,20.7
TRIP_02576,Janakpuri,Mayur Vihar,20.24,Evening Peak,Weekday,Clear,Very High,Highway,20.1
TRIP_02577,Rohini,Model Town,13.8,Morning Peak,Weekday,Clear,High,Inner Road,18.0
TRIP_02578,Punjabi Bagh,Dwarka,11.86,Evening Peak,Weekday,Rain,Very High,Main Road,10.2
TRIP_02579,Shahdara,Greater Kailash,15.04,Evening Peak,Weekday,Fog,Very High,Highway,11.6
TRIP_02580,Punjabi Bagh,Rohini,11.6,Afternoon,Weekday,Clear,High,Highway,32.7
TRIP_02581,Hauz Khas,Preet Vihar,13.62,Afternoon,Weekend,Clear,Low,Highway,84.7
TRIP_02582,Civil Lines,Preet Vihar,7.88,Evening Peak,Weekday,Clear,High,Main Road,30.4
TRIP_02583,IGI Airport,Okhla,16.94,Evening Peak,Weekday,Clear,Very High,Main Road,13.3
TRIP_02584,Vasant Kunj,Connaught Place,13.75,Afternoon,Weekday,Clear,Medium,Inner Road,16.2
TRIP_02585,Noida Sector 18,AIIMS,11.33,Afternoon,Weekday,Clear,Low,Highway,67.4
TRIP_02586,Connaught Place,Greater Kailash,9.57,Evening Peak,Weekend,Clear,High,Main Road,18.4
TRIP_02587,Saket,Rohini,29.0,Evening Peak,Weekday,Fog,High,Highway,21.4
TRIP_02588,Okhla,Kalkaji,1.94,Evening Peak,Weekend,Heatwave,Medium,Inner Road,11.4
TRIP_02589,Greater Kailash,Janakpuri,16.54,Evening Peak,Weekend,Heatwave,High,Highway,35.7
TRIP_02590,Vasant Kunj,Connaught Place,13.75,Morning Peak,Weekday,Clear,Very High,Main Road,12.3
TRIP_02591,Rajouri Garden,Pitampura,6.43,Night,Weekend,Heatwave,Medium,Inner Road,18.5
TRIP_02592,Civil Lines,Nehru Place,14.85,Evening Peak,Weekday,Clear,High,Highway,44.5
TRIP_02593,Connaught Place,Vasant Kunj,13.75,Evening Peak,Weekday,Clear,High,Highway,38.5
TRIP_02594,Karol Bagh,Punjabi Bagh,6.08,Evening Peak,Weekday,Rain,High,Highway,25.2
TRIP_02595,Noida Sector 18,Rajouri Garden,21.63,Afternoon,Weekend,Clear,High,Inner Road,9.2
TRIP_02596,Rajouri Garden,AIIMS,12.31,Evening Peak,Weekend,Fog,High,Main Road,13.3
TRIP_02597,Lajpat Nagar,Preet Vihar,9.58,Evening Peak,Weekday,Heatwave,High,Highway,42.3
TRIP_02598,Model Town,Karol Bagh,7.02,Afternoon,Weekday,Heatwave,Medium,Inner Road,15.8
TRIP_02599,IGI Airport,Chandni Chowk,16.54,Afternoon,Weekend,Clear,Medium,Main Road,32.4
TRIP_02600,Shahdara,Okhla,15.92,Evening Peak,Weekend,Clear,High,Main Road,17.5
TRIP_02601,Preet Vihar,Mayur Vihar,3.05,Evening Peak,Weekday,Clear,Very High,Main Road,12.0
TRIP_02602,Pitampura,Rajouri Garden,6.43,Morning Peak,Weekend,Heatwave,Low,Main Road,32.6
TRIP_02603,Punjabi Bagh,IGI Airport,12.83,Afternoon,Weekday,Clear,Low,Main Road,38.8
TRIP_02604,Greater Kailash,Connaught Place,9.57,Afternoon,Weekend,Clear,Medium,Highway,48.6
TRIP_02605,Greater Kailash,Vasant Kunj,8.11,Afternoon,Weekday,Clear,Low,Main Road,37.2
TRIP_02606,Vasant Kunj,Karol Bagh,15.08,Night,Weekday,Fog,Low,Main Road,26.0
TRIP_02607,AIIMS,Nehru Place,4.68,Afternoon,Weekend,Heatwave,Medium,Inner Road,10.3
TRIP_02608,Hauz Khas,Janakpuri,13.61,Morning Peak,Weekday,Clear,High,Highway,36.5
TRIP_02609,Pitampura,Civil Lines,9.41,Afternoon,Weekday,Heatwave,Medium,Main Road,31.3
TRIP_02610,Karol Bagh,Kalkaji,14.25,Morning Peak,Weekend,Clear,High,Highway,36.0
TRIP_02611,Karol Bagh,Kalkaji,14.25,Afternoon,Weekend,Heatwave,High,Inner Road,8.9
TRIP_02612,Rajouri Garden,Greater Kailash,15.57,Morning Peak,Weekday,Heatwave,Very High,Highway,15.6
TRIP_02613,Greater Kailash,Shahdara,15.04,Evening Peak,Weekday,Clear,Very High,Main Road,13.0
